"link","type","ID","Event","Date","White","Black","Result","WhiteElo","BlackElo","TimeControl"
"http://www.chess.com/livechess/game?id=1035977255","livechess",1035977255,"Live Chess","2015-01-21","Raunak_G","thinkboolean","0-1","1178","1174","5|0"
"http://www.chess.com/livechess/game?id=1036385059","livechess",1036385059,"Live Chess","2015-01-21","thinkboolean","prefuse","0-1","1158","1165","5|0"
"http://www.chess.com/livechess/game?id=1036408925","livechess",1036408925,"Live Chess","2015-01-21","thinkboolean","haaarlo","1-0","1173","1170","5|0"
"http://www.chess.com/livechess/game?id=1036446920","livechess",1036446920,"Live Chess","2015-01-21","Frgazer30","thinkboolean","1-0","1175","1165","5|0"
"http://www.chess.com/livechess/game?id=1038158813","livechess",1038158813,"Live Chess","2015-01-23","thinkboolean","timtatari","0-1","1166","1260","5|0"
"http://www.chess.com/livechess/game?id=1038161604","livechess",1038161604,"Live Chess","2015-01-23","jilllaw","thinkboolean","1-0","1216","1159","5|0"
"http://www.chess.com/livechess/game?id=1038170666","livechess",1038170666,"Live Chess","2015-01-23","nssiz","thinkboolean","0-1","1175","1168","5|0"
"http://www.chess.com/livechess/game?id=1038175238","livechess",1038175238,"Live Chess","2015-01-23","thinkboolean","_vlk","1-0","1176","1154","5|0"
"http://www.chess.com/livechess/game?id=1038184290","livechess",1038184290,"Live Chess","2015-01-23","thinkboolean","alienouse","0-1","1168","1196","5|0"
"http://www.chess.com/livechess/game?id=1038185904","livechess",1038185904,"Live Chess","2015-01-23","Halssand","thinkboolean","0-1","1160","1176","5|0"
"http://www.chess.com/livechess/game?id=1038193976","livechess",1038193976,"Live Chess","2015-01-23","thinkboolean","Triz1","1-0","1185","1206","5|0"
"http://www.chess.com/livechess/game?id=1038202898","livechess",1038202898,"Live Chess","2015-01-23","DChristopherD","thinkboolean","1-0","1152","1176","5|0"
"http://www.chess.com/livechess/game?id=1039951455","livechess",1039951455,"Live Chess","2015-01-25","thinkboolean","Eteeee","1-0","1182","1168","5|0"
"http://www.chess.com/livechess/game?id=1040247856","livechess",1040247856,"Live Chess","2015-01-25","Tauger74","thinkboolean","0-1","1162","1198","5|0"
"http://www.chess.com/livechess/game?id=1040256329","livechess",1040256329,"Live Chess","2015-01-25","thinkboolean","Tauger74","1-0","1205","1155","5|0"
"http://www.chess.com/livechess/game?id=1040299308","livechess",1040299308,"Live Chess","2015-01-25","slepiputnik","thinkboolean","1/2-1/2","1194","1206","5|0"
"http://www.chess.com/livechess/game?id=1040302701","livechess",1040302701,"Live Chess","2015-01-25","thinkboolean","FRANCOBOLIVAR","1/2-1/2","1207","1231","5|0"
"http://www.chess.com/livechess/game?id=1040339575","livechess",1040339575,"Live Chess","2015-01-25","bat8295","thinkboolean","0-1","1226","1216","5|0"
"http://www.chess.com/livechess/game?id=1040372977","livechess",1040372977,"Live Chess","2015-01-25","polarlula","thinkboolean","0-1","1210","1232","5|0"
"http://www.chess.com/livechess/game?id=1040379313","livechess",1040379313,"Live Chess","2015-01-25","thinkboolean","thebourgeoisdefense","0-1","1225","1288","5|0"
"http://www.chess.com/livechess/game?id=1041370748","livechess",1041370748,"Live Chess","2015-01-26","thinkboolean","Holloweengambit","0-1","1199","1180","5|0"
"http://www.chess.com/livechess/game?id=1041373653","livechess",1041373653,"Live Chess","2015-01-26","thinkboolean","dubhlinn","0-1","1191","1190","5|0"
"http://www.chess.com/livechess/game?id=1041378017","livechess",1041378017,"Live Chess","2015-01-26","davidoff_bcn","thinkboolean","1-0","1262","1184","5|0"
"http://www.chess.com/livechess/game?id=1041922667","livechess",1041922667,"Live Chess","2015-01-27","kassim7","thinkboolean","1-0","1136","1165","5|0"
"http://www.chess.com/livechess/game?id=1041971730","livechess",1041971730,"Live Chess","2015-01-27","leodwita","thinkboolean","1-0","1156","1157","5|0"
"http://www.chess.com/livechess/game?id=1041972344","livechess",1041972344,"Live Chess","2015-01-27","thinkboolean","jomanchesst","1-0","1165","1156","5|0"
"http://www.chess.com/livechess/game?id=1041981634","livechess",1041981634,"Live Chess","2015-01-27","jomanchesst","thinkboolean","0-1","1148","1173","5|0"
"http://www.chess.com/livechess/game?id=1041989718","livechess",1041989718,"Live Chess","2015-01-27","thinkboolean","bertoro1","1-0","1181","1176","5|0"
"http://www.chess.com/livechess/game?id=1015368121","livechess",1015368121,"Live Chess","2014-12-31","BojanaBojana","thinkboolean","1/2-1/2","1080","1089","3|0"
"http://www.chess.com/livechess/game?id=1015460282","livechess",1015460282,"Live Chess","2014-12-31","thinkboolean","cknick","1-0","1099","1152","3|0"
"http://www.chess.com/livechess/game?id=1015465107","livechess",1015465107,"Live Chess","2014-12-31","thinkboolean","IstraBA","1-0","1105","1001","3|0"
"http://www.chess.com/livechess/game?id=1015506385","livechess",1015506385,"Live Chess","2014-12-31","GetBeyondFit","thinkboolean","0-1","1087","1113","3|0"
"http://www.chess.com/livechess/game?id=1015511911","livechess",1015511911,"Live Chess","2014-12-31","balisterod","thinkboolean","1-0","1176","1106","3|0"
"http://www.chess.com/livechess/game?id=1015533263","livechess",1015533263,"Live Chess","2014-12-31","ScipioTT","thinkboolean","0-1","1208","1117","3|0"
"http://www.chess.com/livechess/game?id=1015539484","livechess",1015539484,"Live Chess","2014-12-31","ScipioTT","thinkboolean","1-0","1220","1105","3|0"
"http://www.chess.com/livechess/game?id=1015541957","livechess",1015541957,"Live Chess","2014-12-31","thinkboolean","ScipioTT","1-0","1116","1209","3|0"
"http://www.chess.com/livechess/game?id=1015546952","livechess",1015546952,"Live Chess","2014-12-31","ScipioTT","thinkboolean","0-1","1199","1126","3|0"
"http://www.chess.com/livechess/game?id=1015552468","livechess",1015552468,"Live Chess","2014-12-31","thinkboolean","mcskili","0-1","1119","1156","3|0"
"http://www.chess.com/livechess/game?id=1015557019","livechess",1015557019,"Live Chess","2014-12-31","AmirDaneshmand","thinkboolean","0-1","1197","1129","3|0"
"http://www.chess.com/livechess/game?id=1015560016","livechess",1015560016,"Live Chess","2014-12-31","thinkboolean","AmirDaneshmand","1-0","1139","1187","3|0"
"http://www.chess.com/livechess/game?id=1015564174","livechess",1015564174,"Live Chess","2014-12-31","thinkboolean","eddy1968","1-0","1146","1100","3|0"
"http://www.chess.com/livechess/game?id=1015569346","livechess",1015569346,"Live Chess","2014-12-31","MOSIURRAHMAN","thinkboolean","0-1","1169","1155","3|0"
"http://www.chess.com/livechess/game?id=1015573091","livechess",1015573091,"Live Chess","2014-12-31","thinkboolean","Dave667","1-0","1161","1063","3|0"
"http://www.chess.com/livechess/game?id=1015577598","livechess",1015577598,"Live Chess","2014-12-31","hadik","thinkboolean","0-1","1184","1170","3|0"
"http://www.chess.com/livechess/game?id=1015580220","livechess",1015580220,"Live Chess","2014-12-31","thinkboolean","hadik","1-0","1178","1176","3|0"
"http://www.chess.com/livechess/game?id=1015584789","livechess",1015584789,"Live Chess","2014-12-31","hadik","thinkboolean","0-1","1168","1186","3|0"
"http://www.chess.com/livechess/game?id=1015670819","livechess",1015670819,"Live Chess","2014-12-31","Mr_Nosegaffeier","thinkboolean","1-0","1219","1179","3|0"
"http://www.chess.com/livechess/game?id=1015695519","livechess",1015695519,"Live Chess","2014-12-31","Queenslayer17","thinkboolean","1-0","1189","1158","3|0"
"http://www.chess.com/livechess/game?id=1016957493","livechess",1016957493,"Live Chess","2015-01-02","Maharba627","thinkboolean","1-0","1205","1160","3|0"
"http://www.chess.com/livechess/game?id=1016974745","livechess",1016974745,"Live Chess","2015-01-02","thinkboolean","Cheszko","0-1","1167","1251","3|0"
"http://www.chess.com/livechess/game?id=1016993516","livechess",1016993516,"Live Chess","2015-01-02","Yoda2013","thinkboolean","1-0","1191","1192","3|0"
"http://www.chess.com/livechess/game?id=1017809703","livechess",1017809703,"Live Chess","2015-01-02","fahdiansyah","thinkboolean","1-0","1279","1173","5|0"
"http://www.chess.com/livechess/game?id=1018589279","livechess",1018589279,"Live Chess","2015-01-03","adridrisi","thinkboolean","1-0","1182","1195","5|0"
"http://www.chess.com/livechess/game?id=1018624675","livechess",1018624675,"Live Chess","2015-01-03","thinkboolean","petroslevantis1","0-1","1188","1232","10|0"
"http://www.chess.com/livechess/game?id=1020851375","livechess",1020851375,"Live Chess","2015-01-05","thinkboolean","handerbenitez","0-1","1178","1193","10|0"
"http://www.chess.com/livechess/game?id=1021013414","livechess",1021013414,"Live Chess","2015-01-06","thinkboolean","rnqhstjr1234","0-1","1180","1240","10|0"
"http://www.chess.com/livechess/game?id=1015674935","livechess",1015674935,"Live Chess","2014-12-31","thinkboolean","Mr_Nosegaffeier","0-1","1172","1226","3|0"
"http://www.chess.com/livechess/game?id=1015683546","livechess",1015683546,"Live Chess","2014-12-31","thinkboolean","Lues24","0-1","1157","1194","3|0"
"http://www.chess.com/livechess/game?id=1015687317","livechess",1015687317,"Live Chess","2014-12-31","Queenslayer17","thinkboolean","0-1","1181","1166","3|0"
"http://www.chess.com/livechess/game?id=1015699549","livechess",1015699549,"Live Chess","2014-12-31","thinkboolean","Queenslayer17","1-0","1167","1180","3|0"
"http://www.chess.com/livechess/game?id=1016968890","livechess",1016968890,"Live Chess","2015-01-02","Maestr00","thinkboolean","0-1","1115","1167","3|0"
"http://www.chess.com/livechess/game?id=1016977143","livechess",1016977143,"Live Chess","2015-01-02","liviulozneanu77","thinkboolean","1-0","1209","1160","3|0"
"http://www.chess.com/livechess/game?id=1016979427","livechess",1016979427,"Live Chess","2015-01-02","thinkboolean","papphode","1-0","1167","1128","3|0"
"http://www.chess.com/livechess/game?id=1016982587","livechess",1016982587,"Live Chess","2015-01-02","thinkboolean","rbailey88","1-0","1175","1152","3|0"
"http://www.chess.com/livechess/game?id=1017824476","livechess",1017824476,"Live Chess","2015-01-02","simo_phillips","thinkboolean","1-0","1214","1182","5|0"
"http://www.chess.com/livechess/game?id=1018576228","livechess",1018576228,"Live Chess","2015-01-03","LopareZemunBrisbane","thinkboolean","0-1","1136","1197","5|0"
"http://www.chess.com/livechess/game?id=1018600849","livechess",1018600849,"Live Chess","2015-01-03","thinkboolean","moono1234","1-0","1211","1194","10|0"
"http://www.chess.com/livechess/game?id=1018647480","livechess",1018647480,"Live Chess","2015-01-03","thinkboolean","gurskijigor","1-0","1188","1160","10|0"
"http://www.chess.com/livechess/game?id=1020347683","livechess",1020347683,"Live Chess","2015-01-05","thinkboolean","alex_xandr","1-0","1179","1156","10|0"
"http://www.chess.com/livechess/game?id=1021020972","livechess",1021020972,"Live Chess","2015-01-06","brichard6","thinkboolean","0-1","1136","1187","10|0"
"http://www.chess.com/livechess/game?id=1021030396","livechess",1021030396,"Live Chess","2015-01-06","Raamstraat35","thinkboolean","0-1","1166","1188","10|0"
"http://www.chess.com/livechess/game?id=1021052818","livechess",1021052818,"Live Chess","2015-01-06","thinkboolean","edomedo1234","1-0","1214","1209","10|0"
"http://www.chess.com/livechess/game?id=1021058414","livechess",1021058414,"Live Chess","2015-01-06","thinkboolean","edomedo1234","0-1","1214","1209","10|0"
"http://www.chess.com/livechess/game?id=1021062620","livechess",1021062620,"Live Chess","2015-01-06","edomedo1234","thinkboolean","0-1","1201","1222","10|0"
"http://www.chess.com/livechess/game?id=1021076667","livechess",1021076667,"Live Chess","2015-01-06","espirituernan","thinkboolean","1-0","1214","1221","10|0"
"http://www.chess.com/livechess/game?id=1021603063","livechess",1021603063,"Live Chess","2015-01-06","pouyaa10","thinkboolean","0-1","1221","1221","10|0"
"http://www.chess.com/livechess/game?id=1021611075","livechess",1021611075,"Live Chess","2015-01-06","thinkboolean","pouyaa10","0-1","1213","1230","10|0"
"http://www.chess.com/livechess/game?id=1021669147","livechess",1021669147,"Live Chess","2015-01-06","JavierIgnacioPerezCa","thinkboolean","1-0","1233","1205","10|0"
"http://www.chess.com/livechess/game?id=1021733166","livechess",1021733166,"Live Chess","2015-01-06","thinkboolean","Halma","0-1","1205","1244","10|0"
"http://www.chess.com/livechess/game?id=1021953975","livechess",1021953975,"Live Chess","2015-01-06","thinkboolean","gotoff","0-1","1188","1194","10|0"
"http://www.chess.com/livechess/game?id=1021961667","livechess",1021961667,"Live Chess","2015-01-06","thinkboolean","edomedo1234","1-0","1197","1223","10|0"
"http://www.chess.com/livechess/game?id=1021962703","livechess",1021962703,"Live Chess","2015-01-06","RodriekC","thinkboolean","1-0","1200","1189","10|0"
"http://www.chess.com/livechess/game?id=1021969382","livechess",1021969382,"Live Chess","2015-01-06","thinkboolean","RodriekC","0-1","1181","1208","10|0"
"http://www.chess.com/livechess/game?id=1022023826","livechess",1022023826,"Live Chess","2015-01-07","thinkboolean","lvcabchronicles","0-1","1166","1222","10|0"
"http://www.chess.com/livechess/game?id=1022388522","livechess",1022388522,"Live Chess","2015-01-07","Rookotronic","thinkboolean","1-0","1174","1150","10|0"
"http://www.chess.com/livechess/game?id=1022419155","livechess",1022419155,"Live Chess","2015-01-07","Herr_von_Tiger","thinkboolean","0-1","1120","1157","10|0"
"http://www.chess.com/livechess/game?id=1022430519","livechess",1022430519,"Live Chess","2015-01-07","thinkboolean","artel1","0-1","1150","1201","10|0"
"http://www.chess.com/livechess/game?id=1022446348","livechess",1022446348,"Live Chess","2015-01-07","fannintime","thinkboolean","0-1","1152","1149","10|0"
"http://www.chess.com/livechess/game?id=1022949132","livechess",1022949132,"Live Chess","2015-01-07","thinkboolean","ServalCat","1-0","1148","1106","10|0"
"http://www.chess.com/livechess/game?id=1022955942","livechess",1022955942,"Live Chess","2015-01-07","thinkboolean","ServalCat","0-1","1130","1124","10|0"
"http://www.chess.com/livechess/game?id=1022971056","livechess",1022971056,"Live Chess","2015-01-07","POMONA99","thinkboolean","0-1","1021","1133","10|0"
"http://www.chess.com/livechess/game?id=1022974784","livechess",1022974784,"Live Chess","2015-01-07","thinkboolean","POMONA99","1-0","1139","1015","10|0"
"http://www.chess.com/livechess/game?id=1022979978","livechess",1022979978,"Live Chess","2015-01-08","jensfleischhut","thinkboolean","0-1","1086","1139","10|0"
"http://www.chess.com/livechess/game?id=1024458815","livechess",1024458815,"Live Chess","2015-01-09","thinkboolean","pawnder8","1-0","1132","1123","10|0"
"http://www.chess.com/livechess/game?id=1024465904","livechess",1024465904,"Live Chess","2015-01-09","thinkboolean","manuelarizachacon1","0-1","1134","1182","10|0"
"http://www.chess.com/livechess/game?id=1024878418","livechess",1024878418,"Live Chess","2015-01-09","thinkboolean","Rookie2play","0-1","1125","1111","10|0"
"http://www.chess.com/livechess/game?id=1024902135","livechess",1024902135,"Live Chess","2015-01-09","kulgion","thinkboolean","0-1","1120","1124","10|0"
"http://www.chess.com/livechess/game?id=1024925903","livechess",1024925903,"Live Chess","2015-01-09","groovebye","thinkboolean","0-1","1098","1148","10|0"
"http://www.chess.com/livechess/game?id=1027124156","livechess",1027124156,"Live Chess","2015-01-12","lyon90","thinkboolean","1-0","1128","1139","10|0"
"http://www.chess.com/livechess/game?id=1027139026","livechess",1027139026,"Live Chess","2015-01-12","thinkboolean","rdax","0-1","1124","1170","10|0"
"http://www.chess.com/livechess/game?id=1027140977","livechess",1027140977,"Live Chess","2015-01-12","pswann64","thinkboolean","1-0","1163","1117","10|0"
"http://www.chess.com/livechess/game?id=1027743840","livechess",1027743840,"Live Chess","2015-01-12","thinkboolean","cassell777","0-1","1117","1131","10|0"
"http://www.chess.com/livechess/game?id=1028269101","livechess",1028269101,"Live Chess","2015-01-13","Gustavson","thinkboolean","1-0","1206","1120","10|0"
"http://www.chess.com/livechess/game?id=1028312321","livechess",1028312321,"Live Chess","2015-01-13","usama-ahmd-nela","thinkboolean","1/2-1/2","1158","1129","10|0"
"http://www.chess.com/livechess/game?id=1028326840","livechess",1028326840,"Live Chess","2015-01-13","thinkboolean","havardgreger","1-0","1137","1104","10|0"
"http://www.chess.com/livechess/game?id=1031100692","livechess",1031100692,"Live Chess","2015-01-16","thinkboolean","Cannonborough","1-0","1139","1210","10|0"
"http://www.chess.com/livechess/game?id=1031101983","livechess",1031101983,"Live Chess","2015-01-16","Cannonborough","thinkboolean","0-1","1200","1149","10|0"
"http://www.chess.com/livechess/game?id=1031108541","livechess",1031108541,"Live Chess","2015-01-16","thinkboolean","samist","1-0","1156","1116","10|0"
"http://www.chess.com/livechess/game?id=1031135367","livechess",1031135367,"Live Chess","2015-01-16","thinkboolean","groovebye","1-0","1161","1117","10|0"
"http://www.chess.com/livechess/game?id=1031150074","livechess",1031150074,"Live Chess","2015-01-16","hollywood1usa","thinkboolean","1-0","1213","1154","10|0"
"http://www.chess.com/livechess/game?id=1031162940","livechess",1031162940,"Live Chess","2015-01-16","thinkboolean","hollywood1usa","1/2-1/2","1155","1212","10|0"
"http://www.chess.com/livechess/game?id=1031178730","livechess",1031178730,"Live Chess","2015-01-16","hollywood1usa","thinkboolean","1-0","1219","1148","10|0"
"http://www.chess.com/livechess/game?id=1031516230","livechess",1031516230,"Live Chess","2015-01-16","DaddyNickell","thinkboolean","0-1","1163","1157","10|0"
"http://www.chess.com/livechess/game?id=1031585708","livechess",1031585708,"Live Chess","2015-01-16","thinkboolean","gr8maple","1-0","1152","1119","10|0"
"http://www.chess.com/livechess/game?id=1031604293","livechess",1031604293,"Live Chess","2015-01-16","odniflo25","thinkboolean","0-1","1109","1159","10|0"
"http://www.chess.com/livechess/game?id=1031623543","livechess",1031623543,"Live Chess","2015-01-16","paxorbis","thinkboolean","0-1","1119","1166","10|0"
"http://www.chess.com/livechess/game?id=1031640551","livechess",1031640551,"Live Chess","2015-01-16","thinkboolean","facetznj","1-0","1184","1173","10|0"
"http://www.chess.com/livechess/game?id=1033800327","livechess",1033800327,"Live Chess","2015-01-19","thinkboolean","ikmushu","0-1","1159","1207","10|0"
"http://www.chess.com/livechess/game?id=1033809299","livechess",1033809299,"Live Chess","2015-01-19","thinkboolean","drawyourbrakes","1-0","1166","1119","10|0"
"http://www.chess.com/livechess/game?id=1033813502","livechess",1033813502,"Live Chess","2015-01-19","thinkboolean","MarcelVasa","0-1","1159","1207","10|0"
"http://www.chess.com/livechess/game?id=1033819915","livechess",1033819915,"Live Chess","2015-01-19","thinkboolean","Blake_Dollaz","1-0","1167","1135","10|0"
"http://www.chess.com/livechess/game?id=1033822023","livechess",1033822023,"Live Chess","2015-01-19","Blake_Dollaz","thinkboolean","1-0","1144","1158","10|0"
"http://www.chess.com/livechess/game?id=1034567042","livechess",1034567042,"Live Chess","2015-01-19","QuinnAnderson","thinkboolean","0-1","1075","1164","10|0"
"http://www.chess.com/livechess/game?id=1035156397","livechess",1035156397,"Live Chess","2015-01-20","johnnypags","thinkboolean","1-0","1221","1175","10|0"
"http://www.chess.com/livechess/game?id=1035174826","livechess",1035174826,"Live Chess","2015-01-20","KjellJohansen67","thinkboolean","0-1","1193","1190","10|0"
"http://www.chess.com/livechess/game?id=1035193646","livechess",1035193646,"Live Chess","2015-01-20","dariot","thinkboolean","1-0","1173","1182","10|0"
"http://www.chess.com/livechess/game?id=1035261722","livechess",1035261722,"Live Chess","2015-01-20","thinkboolean","hollywood1usa","1-0","1190","1184","10|0"
"http://www.chess.com/livechess/game?id=1035277251","livechess",1035277251,"Live Chess","2015-01-20","thinkboolean","Alex_J_Honduras","1-0","1198","1197","10|0"
"http://www.chess.com/livechess/game?id=1035281967","livechess",1035281967,"Live Chess","2015-01-20","Alex_J_Honduras","thinkboolean","1-0","1205","1190","10|0"
"http://www.chess.com/livechess/game?id=1035953776","livechess",1035953776,"Live Chess","2015-01-21","thinkboolean","j0hnnnybrav0","0-1","1172","1154","5|0"
"http://www.chess.com/livechess/game?id=1035961955","livechess",1035961955,"Live Chess","2015-01-21","niranjanharan","thinkboolean","1-0","1153","1163","5|0"
"http://www.chess.com/livechess/game?id=1035967391","livechess",1035967391,"Live Chess","2015-01-21","oktopuspaul","thinkboolean","1-0","1238","1157","5|0"
"http://www.chess.com/livechess/game?id=1035984510","livechess",1035984510,"Live Chess","2015-01-21","thinkboolean","pratman121","0-1","1166","1202","5|0"
"http://www.chess.com/livechess/game?id=1036387579","livechess",1036387579,"Live Chess","2015-01-21","arvesco","thinkboolean","1-0","1171","1150","5|0"
"http://www.chess.com/livechess/game?id=1036394831","livechess",1036394831,"Live Chess","2015-01-21","lgmontoya","thinkboolean","0-1","1104","1157","5|0"
"http://www.chess.com/livechess/game?id=1036400135","livechess",1036400135,"Live Chess","2015-01-21","eliagirgis","thinkboolean","0-1","1155","1165","5|0"
"http://www.chess.com/livechess/game?id=1036574406","livechess",1036574406,"Live Chess","2015-01-21","thinkboolean","akiva112","1-0","1172","1128","5|0"
"http://www.chess.com/livechess/game?id=1038203421","livechess",1038203421,"Live Chess","2015-01-23","thinkboolean","DChristopherD","1-0","1183","1145","5|0"
"http://www.chess.com/livechess/game?id=1038212938","livechess",1038212938,"Live Chess","2015-01-23","DChristopherD","thinkboolean","1-0","1154","1174","5|0"
"http://www.chess.com/livechess/game?id=1040241293","livechess",1040241293,"Live Chess","2015-01-25","thinkboolean","Tauger74","1-0","1190","1170","5|0"
"http://www.chess.com/livechess/game?id=1040293243","livechess",1040293243,"Live Chess","2015-01-25","judd5","thinkboolean","0-1","1255","1214","5|0"
"http://www.chess.com/livechess/game?id=1040295514","livechess",1040295514,"Live Chess","2015-01-25","DoubleD55","thinkboolean","1-0","1206","1206","5|0"
"http://www.chess.com/livechess/game?id=1040344063","livechess",1040344063,"Live Chess","2015-01-25","gpktaylor","thinkboolean","0-1","1219","1224","5|0"
"http://www.chess.com/livechess/game?id=1040383949","livechess",1040383949,"Live Chess","2015-01-25","thinkboolean","SilvaUFC","0-1","1217","1238","5|0"
"http://www.chess.com/livechess/game?id=1040386599","livechess",1040386599,"Live Chess","2015-01-25","thinkboolean","thor1962","0-1","1208","1203","5|0"
"http://www.chess.com/livechess/game?id=1041385147","livechess",1041385147,"Live Chess","2015-01-26","papanaya","thinkboolean","1-0","1121","1174","5|0"
"http://www.chess.com/livechess/game?id=1076713971","livechess",1076713971,"Live Chess","2015-03-02","thinkboolean","dgrin095","0-1","1229","1236","5|0"
"http://www.chess.com/livechess/game?id=1075639456","livechess",1075639456,"Live Chess","2015-03-01","thinkboolean","Shambo4321","1-0","1230","1229","5|0"
"http://www.chess.com/livechess/game?id=1076420147","livechess",1076420147,"Live Chess","2015-03-02","Soseldom2","thinkboolean","0-1","1184","1237","5|0"
"http://www.chess.com/livechess/game?id=1076716582","livechess",1076716582,"Live Chess","2015-03-02","thinkboolean","g00dkn1ght","1-0","1237","1234","5|0"
"http://www.chess.com/livechess/game?id=1076719625","livechess",1076719625,"Live Chess","2015-03-02","g00dkn1ght","thinkboolean","1-0","1242","1229","5|0"
"http://www.chess.com/livechess/game?id=1076726322","livechess",1076726322,"Live Chess","2015-03-02","thinkboolean","g00dkn1ght","1-0","1237","1234","5|0"
"http://www.chess.com/livechess/game?id=1076748921","livechess",1076748921,"Live Chess","2015-03-02","phillyexile","thinkboolean","0-1","1199","1244","5|0"
"http://www.chess.com/livechess/game?id=1076752909","livechess",1076752909,"Live Chess","2015-03-02","thinkboolean","dizzyg53","0-1","1237","1290","5|0"
"http://www.chess.com/livechess/game?id=1076756555","livechess",1076756555,"Live Chess","2015-03-02","heyheyhey7744","thinkboolean","0-1","1261","1246","5|0"
"http://www.chess.com/livechess/game?id=1076757165","livechess",1076757165,"Live Chess","2015-03-02","DarioAguillon","thinkboolean","0-1","1266","1255","5|0"
"http://www.chess.com/livechess/game?id=1076762611","livechess",1076762611,"Live Chess","2015-03-02","InArizona","thinkboolean","1-0","1244","1247","5|0"
"http://www.chess.com/livechess/game?id=1076765157","livechess",1076765157,"Live Chess","2015-03-02","thinkboolean","Kirppu","0-1","1239","1235","5|0"
